https://www.kinopoisk.ru/film/tayna-koko-2017-679486/	8.7823242187500004	Nakhodnov
https://www.kinopoisk.ru/film/proshchay-kristofer-robin-2017-993579/	7.15482421875	Nakhodnov
https://www.kinopoisk.ru/film/chastnoe-pionerskoe-3-privet-vzroslaya-zhizn-2017-909664/	5.9360156250000005	Nakhodnov
https://www.kinopoisk.ru/film/obet-molchaniya-2017-1009473/	6.9532031249999999	Nakhodnov
https://www.kinopoisk.ru/film/detki-naprokat-2017-1047968/	6.3665039062500002	Nakhodnov
https://www.kinopoisk.ru/film/mister-felichita-2017-1026440/	6.6716601562500006	Nakhodnov
https://www.kinopoisk.ru/film/legenda-o-kolovrate-2017-844118/	5.7289453125000005	Nakhodnov
https://www.kinopoisk.ru/film/inostranets-2017-618287/	6.4845703125000007	Nakhodnov
https://www.kinopoisk.ru/film/maksimalnyy-udar-2017-917942/	5.8397460937500005	Nakhodnov
https://www.kinopoisk.ru/film/atlantida-2017-678639/	6.2702343750000002	Nakhodnov
https://www.kinopoisk.ru/film/konvert-2017-981348/	5.6217773437500007	Nakhodnov
