,address,checkins,city,country,created,icon,id,latitude,longitude,title,type,updated
0,Мячковский б-р 3а,445,1.0,1,1280741941,https://vk.com/images/places/clubs.png,1,55.657941,37.751574,Baila Baila,4,1529821233.0
9,Гурьянова 31,14,1.0,1,1280741941,https://vk.com/images/places/clubs.png,10,55.684858,37.7183,Salvador Dali,4,1526774672.0
14,2-я Брестская 6,5,1.0,1,1280741941,https://vk.com/images/places/clubs.png,15,55.770968,37.591562,Моспроект,4,1513573035.0
19,Лубянский пр. 25К1,0,1.0,1,1280741941,https://vk.com/images/places/clubs.png,20,55.757116,37.63146,Дом Кукера,4,1344699423.0
21,Новослободская 26,2,1.0,1,1280741941,https://vk.com/images/places/clubs.png,22,55.783104,37.598025,Хроника-бар,4,1398172658.0
23,ская 208,0,72.0,1,1280741941,https://vk.com/images/places/clubs.png,24,55.676783,37.762449,СУ-27,4,1449301456.0
27,1-я Останкинская 23,7,1.0,1,1280741941,https://vk.com/images/places/clubs.png,28,55.82439,37.622387,Club 23,4,1514773465.0
31,Щелковское ш. 5,3,1.0,1,1280741941,https://vk.com/images/places/clubs.png,32,55.80402,37.755266,Каста,4,1476629730.0
32,Зеленодольская 43,9,1.0,1,1280741941,https://vk.com/images/places/clubs.png,33,55.702617,37.766585,Campanello,4,1418312932.0
34,Покровка 18К18,47,1.0,1,1280741941,https://vk.com/images/places/clubs.png,35,55.758808,37.646435,Карибы,4,1503338119.0
38,Кастанаевская 38,4,1.0,1,1280741941,https://vk.com/images/places/clubs.png,39,55.73587,37.479627,Стрела,4,1503869683.0
40,новочеркасский 29К1,182,1.0,1,1280741941,https://vk.com/images/places/clubs.png,41,55.653665,37.76672,Жажда,4,1523045419.0
43,просп. Мира 119,4,1.0,1,1280741941,https://vk.com/images/places/clubs.png,44,55.828703,37.633688,M-Club,4,1343241861.0
44,просп. Мира 150,13,1.0,1,1280741941,https://vk.com/images/places/clubs.png,45,55.822463,37.646768,Happyland,4,1477952343.0
45,Маяковского 65К1,64,1.0,1,1280741941,https://vk.com/images/places/clubs.png,46,55.730466,37.623726,FAQ-Caf?,4,1497797772.0
46,Волков пер. 13К1,1,1.0,1,1280741941,https://vk.com/images/places/clubs.png,47,55.76365,37.574013,Все свои,4,1398891495.0
47,3-я ул. Ямского поля 15,5,1.0,1,1280741941,https://vk.com/images/places/clubs.png,48,55.782486,37.579381,Мажор Холл,4,1481352467.0
55,Летниковская 6а,2,1.0,1,1280741941,https://vk.com/images/places/clubs.png,56,55.726056,37.644585,Восточный дом,4,1510573016.0
56,Холодильный пер. 3,54,1.0,1,1280741941,https://vk.com/images/places/clubs.png,57,55.708917,37.625451,Tuning Hall,4,1527936253.0
58,Б.Никитская 19К13,0,1.0,1,1280741941,https://vk.com/images/places/clubs.png,59,55.756974,37.600963,Blues Time,4,
59,Паустовского 8К1,9,1.0,1,1280741941,https://vk.com/images/places/clubs.png,60,55.599072,37.538373,Икенга,4,1444593384.0
62,Новопесчаная 12,14,1.0,1,1280741941,https://vk.com/images/places/clubs.png,63,55.798849,37.513233,Питер,4,1526317000.0
63,Берсеневская наб. 6К3,13,1.0,1,1280741941,https://vk.com/images/places/clubs.png,64,55.740603,37.609254,Палитра,4,1387435202.0
64,Театральный пр. 3К3,80,1.0,1,1280741941,https://vk.com/images/places/clubs.png,65,55.759993,37.622603,Мастерская,4,1474554797.0
65,Новослободская 46,2,1.0,1,1280741941,https://vk.com/images/places/clubs.png,66,55.785792,37.595609,Рэй,4,1350145859.0
66,Донская 15,4,1.0,1,1280741941,https://vk.com/images/places/clubs.png,67,55.723693,37.608113,Newton Bar,4,1408196873.0
67,Вавилова 65,10,1.0,1,1280741941,https://vk.com/images/places/clubs.png,68,55.684655,37.554394,X.O.,4,1505327248.0
77,Большая Монетная 7,6,1.0,1,1280741941,https://vk.com/images/places/clubs.png,78,55.725706,37.673457,Tabula Rasa,4,1440187616.0
78,Профсоюзная 27К1,2,1.0,1,1280741941,https://vk.com/images/places/clubs.png,79,55.673869,37.559505,Джазман,4,1469052377.0
84,М.Бронная 10,1,1.0,1,1280741941,https://vk.com/images/places/clubs.png,85,55.760722,37.596669,Rush,4,1391184609.0
85,Ниж.Сусальный пер. 5К15а,10,1.0,1,1280741941,https://vk.com/images/places/clubs.png,86,55.76129,37.663068,Воздух,4,1351503991.0
86,Таганская 2,2,1.0,1,1280741941,https://vk.com/images/places/clubs.png,87,55.73549,37.616953,Mixtura,4,1354090093.0
88,Крымский вал 3К2,4,1.0,1,1280741941,https://vk.com/images/places/clubs.png,89,55.72927,37.609124,Pridebar,4,1447351752.0
89,Б.Златоустинский пер. 7,78,1.0,1,1280741941,https://vk.com/images/places/clubs.png,90,55.758686,37.632768,Bourbon Street,4,1529869142.0
91,1-й Смоленский пер. 3,4,1.0,1,1280741941,https://vk.com/images/places/clubs.png,92,55.746608,37.57969,Mafia,4,1353429568.0
92,Новозаводская 27,10,1.0,1,1280741941,https://vk.com/images/places/clubs.png,93,55.749729,37.498788,Главклуб,4,1496731489.0
93,Земляной Вал 75,27,1.0,1,1280741941,https://vk.com/images/places/clubs.png,94,55.745985,37.655975,Double Bourbon,4,1518685745.0
95,Таганская пл. 20К13,0,1.0,1,1280741941,https://vk.com/images/places/clubs.png,96,55.7664,37.667137,Studio 54,4,
97,Паустовского 8К1,8,1.0,1,1280741941,https://vk.com/images/places/clubs.png,98,55.599072,37.538273,Шпилька,4,1423505049.0
98,Дубининская 69,2,1.0,1,1280741941,https://vk.com/images/places/clubs.png,99,55.714921,37.634502,Serebro,4,1460235700.0
100,Хорошевское ш. 39,9,1.0,1,1280741941,https://vk.com/images/places/clubs.png,101,55.777282,37.513682,Закрома Родины,4,1486991368.0
101,Волгоградский пр. 6К1,2,1.0,1,1280741941,https://vk.com/images/places/clubs.png,102,55.819257,37.564918,Shambor,4,1429364458.0
104,Тимирязевская 11,0,1.0,1,1280741941,https://vk.com/images/places/clubs.png,105,55.598843,37.516171,Dark Woods,4,1280943098.0
105,Бутырский Вал 5,16,1.0,1,1280741941,https://vk.com/images/places/clubs.png,106,55.779474,37.58526,Жара,4,1367524324.0
110,М.Дмитровка 23К15,0,1.0,1,1280741941,https://vk.com/images/places/clubs.png,111,55.770578,37.604915,Синяя птица,4,1439145999.0
112,Кадашевская наб. 6К1,28,1.0,1,1280741941,https://vk.com/images/places/clubs.png,113,55.742833,37.617186,Третьяков,4,1399641889.0
115,М.Сухаревская пл. К38,5,1.0,1,1280741941,https://vk.com/images/places/clubs.png,116,55.785017,37.53287,Арсенал,4,1431089197.0
116,Мясницкая 13,0,1.0,1,1280741941,https://vk.com/images/places/clubs.png,117,55.762449,37.632395,Вос-дух,4,1354178187.0
124,Сергея Макеева 9,189,1.0,1,1280741941,https://vk.com/images/places/clubs.png,125,55.761629,37.550837,Milk,4,1506964060.0
125,Рогожский Вал 6К2,3,1.0,1,1280741941,https://vk.com/images/places/clubs.png,126,55.742767,37.674526,Platina,4,1369337619.0
129,Лубянский пр. 15К2,2,1.0,1,1280741941,https://vk.com/images/places/clubs.png,130,55.756619,37.632489,Ля Мур,4,1485939118.0
133,Страстной б-р 8а,8,1.0,1,1280741941,https://vk.com/images/places/clubs.png,134,55.766258,37.610867,Babуlon Private Club,4,1389480417.0
134,Летниковская 11К10,128,1.0,1,1280741941,https://vk.com/images/places/clubs.png,135,55.724545,37.646372,Форум холл,4,1524143000.0
135,Малышева 3К2,16,1.0,1,1280741941,https://vk.com/images/places/clubs.png,136,55.701957,37.742735,От заката до рассвета,4,1515875238.0
136,Комсомольский просп. 28,1,1.0,1,1280741941,https://vk.com/images/places/clubs.png,137,55.727019,37.579681,Maska,4,1353173698.0
141,пл. Киевского Вокзала 2,61,1.0,1,1280741941,https://vk.com/images/places/clubs.png,142,55.74449,37.566302,Face,4,1479829094.0
143,Кузнецкий мост 3,2,1.0,1,1280741941,https://vk.com/images/places/clubs.png,144,55.761224,37.616575,Shelter,4,1458486877.0
144,Школьная 21,4,1.0,1,1280741941,https://vk.com/images/places/clubs.png,145,55.745808,37.672109,Old Street,4,1493467056.0
145,Усиевича 12К14,0,1.0,1,1280741941,https://vk.com/images/places/clubs.png,146,55.806267,37.528285,Manhattan,4,1421991528.0
154,Декабристов пл. 10,11,1.0,1,1280741941,https://vk.com/images/places/clubs.png,155,55.764085,37.487335,Бульвар,4,1488609928.0
158,Ленинградский просп. 31,756,1.0,1,1280741941,https://vk.com/images/places/clubs.png,159,55.785994,37.559056,Arena Moscow,4,1519912556.0
159,выборгская 14,3,1.0,1,1280741941,https://vk.com/images/places/clubs.png,160,55.752242,37.633167,Лед,4,1354388918.0
161,Забелина 1,3,1.0,1,1280741941,https://vk.com/images/places/clubs.png,162,55.754466,37.637367,Подвал на Солянке,4,1456810987.0
162,Петрозаводская 22,0,1.0,1,1280741941,https://vk.com/images/places/clubs.png,163,55.77716,37.565003,Times,4,1351286838.0
176,Страстной б-р 4К3,1,1.0,1,1280741941,https://vk.com/images/places/clubs.png,177,55.764987,37.608472,Пурга,4,1282085350.0
183,Болотная наб. 9а,8,1.0,1,1280741941,https://vk.com/images/places/clubs.png,184,55.740841,37.611212,Элизиум,4,1385848680.0
189,Енисейская 5К2,3,1.0,1,1280741941,https://vk.com/images/places/clubs.png,190,55.858902,37.659578,Sharhouse,4,1420375617.0
193,Моховая 11,188,1.0,1,1280741941,https://vk.com/images/places/clubs.png,194,55.756184,37.61132,Дума,4,1527701257.0
195,Сельскохозяйственная 15К3,0,1.0,1,1280741941,https://vk.com/images/places/clubs.png,196,55.836686,37.638144,Сирена,4,1381481809.0
196,Лесная 43,8,1.0,1,1280741941,https://vk.com/images/places/clubs.png,197,55.780709,37.590506,Поляна,4,1369935530.0
198,Новослободская 36К1,13,1.0,1,1280741941,https://vk.com/images/places/clubs.png,199,55.784703,37.59648,New York Bar & Lounge,4,1391200362.0
200,Покровка 17,225,1.0,1,1280741941,https://vk.com/images/places/clubs.png,201,55.759653,37.645258,Cuba Libre,4,1526663950.0
206,Ниж.Сусальный пер. 5,1,1.0,1,1280741941,https://vk.com/images/places/clubs.png,207,55.761338,37.663033,Aura,4,1395698910.0
215,Льва Толстого 18б,8,1.0,1,1280741941,https://vk.com/images/places/clubs.png,216,55.735241,37.585368,Vodka Bar,4,1413094972.0
219,Грина 11б,7,1.0,1,1280741941,https://vk.com/images/places/clubs.png,220,55.566909,37.566656,Индиго,4,1420140995.0
220,Дербеневская 20,21,1.0,1,1280741941,https://vk.com/images/places/clubs.png,221,55.721594,37.647738,One Rock,4,1437300652.0
221,Кронштадтский б-р 9К3,7,1.0,1,1280741941,https://vk.com/images/places/clubs.png,222,55.84262,37.489401,Майер,4,1431688834.0
223,Олимпийский просп. 16К1,3,1.0,1,1280741941,https://vk.com/images/places/clubs.png,224,55.78116,37.626471,Удар,4,1370455079.0
224,Чистопрудный б-р 25,2,1.0,1,1280741941,https://vk.com/images/places/clubs.png,225,55.760104,37.646875,Рублев,4,1468615210.0
226,Юных Ленинцев 52,8,1.0,1,1280741941,https://vk.com/images/places/clubs.png,227,55.699786,37.76548,Visota,4,1525368322.0
232,Смоленский б-р 7К1,1,1.0,1,1280741941,https://vk.com/images/places/clubs.png,233,55.73999,37.58438,JazzLife,4,1346087218.0
234,Бакунинская К2,8,1.0,1,1280741941,https://vk.com/images/places/clubs.png,235,55.773191,37.679394,G-Lounge,4,1384041935.0
279,просп. Академика Сахарова 14,60,1.0,1,1280741941,https://vk.com/images/places/clubs.png,280,55.769135,37.643076,Каприз,4,1509214315.0
282,Вавилова 69,7,1.0,1,1280741941,https://vk.com/images/places/clubs.png,283,55.68296,37.55151,Бакара,4,1395902600.0
293,Потаповский пер. 5К2,7,1.0,1,1280741941,https://vk.com/images/places/clubs.png,294,55.761674,37.640632,Louvre,4,1399915185.0
295,Славянская пл. 2К1,16,1.0,1,1280741941,https://vk.com/images/places/clubs.png,296,55.75357,37.635148,"Sorry, Babushka",4,1401891819.0
296,корп. 532 7,0,1.0,1,1280741941,https://vk.com/images/places/clubs.png,297,55.787725,37.616036,In Time,4,1353095035.0
297,Ярцевская 25а,6,1.0,1,1280741941,https://vk.com/images/places/clubs.png,298,55.740999,37.415505,Юрта,4,1396353977.0
298,Казакова 8,6,1.0,1,1280741941,https://vk.com/images/places/clubs.png,299,55.76247,37.66026,Ikra,4,1399717554.0
299,М.Кисловский пер. 6,6,1.0,1,1280741941,https://vk.com/images/places/clubs.png,300,55.754735,37.603478,Подмосковье,4,1520601985.0
301,Б.Лубянка 13К16,5,1.0,1,1280741941,https://vk.com/images/places/clubs.png,302,55.764111,37.628855,Жесть,4,1526144286.0
302,Певческий пер. 6,1,1.0,1,1280741941,https://vk.com/images/places/clubs.png,303,55.751796,37.641719,Экспедиция,4,1460323135.0
303,дер. Жуковка 8,8,1.0,1,1280741941,https://vk.com/images/places/clubs.png,304,55.735925,37.455516,Алтайна,4,1352914797.0
304,Покровка 16К1,107,1.0,1,1280741941,https://vk.com/images/places/clubs.png,305,55.758651,37.64604,"Кафе, прежде известное как «Кризис жанра»",4,1506112380.0
305,Сергея Макеева 9К1,2,1.0,1,1280741941,https://vk.com/images/places/clubs.png,306,55.757182,37.550378,О2ТВ,4,1385043476.0
306,Минская 2г,39,1.0,1,1280741941,https://vk.com/images/places/clubs.png,307,55.734004,37.489904,Кутузов-холл,4,1527057702.0
307,Семеновская пл. ,7,1.0,1,1280741941,https://vk.com/images/places/clubs.png,308,55.832217,37.629313,Крамбамбуля,4,1344102306.0
309,Милютинский пер. 13,4,1.0,1,1280741941,https://vk.com/images/places/clubs.png,310,55.764921,37.63182,Hardcore,4,1322664436.0
312,Комсомольский просп. 28,0,1.0,1,1280741941,https://vk.com/images/places/clubs.png,313,55.727019,37.579681,Арагоста,4,1322197698.0
314,Спиридоньевский пер. 2,1,1.0,1,1280741941,https://vk.com/images/places/clubs.png,315,55.761654,37.593381,Экипаж,4,1379715710.0
315,Б.Ордынка 40К1,5,1.0,1,1280741941,https://vk.com/images/places/clubs.png,316,55.736584,37.623905,Cotton Club,4,1347824369.0
316,Кировоградская 36а,9,1.0,1,1280741941,https://vk.com/images/places/clubs.png,317,55.603202,37.599067,Goodwin,4,1446486781.0
317,Гиляровского 4К2,328,1.0,1,1280741941,https://vk.com/images/places/clubs.png,318,55.77472,37.630751,Эгоистка,4,1526799095.0
318,Дмитровское ш. 27,0,1.0,1,1280741941,https://vk.com/images/places/clubs.png,319,55.826554,37.571318,Cadilluck,4,1401088585.0
319,Серпуховский Вал 17,5,1.0,1,1280741941,https://vk.com/images/places/clubs.png,320,55.710824,37.613207,Живой уголок,4,1377285220.0
320,Рождественка 6К9,40,1.0,1,1280741941,https://vk.com/images/places/clubs.png,321,55.760859,37.623834,Spirit,4,1432737363.0
321,Гарибальди 19,24,1.0,1,1280741941,https://vk.com/images/places/clubs.png,322,55.672686,37.549875,Оркестрион,4,1525877547.0
322,Пушечная 9К6,0,1.0,1,1280741941,https://vk.com/images/places/clubs.png,323,55.760824,37.624462,Арт`Эриа,4,
323,Трубниковский пер. 11,3,1.0,1,1280741941,https://vk.com/images/places/clubs.png,324,55.753215,37.586356,One More,4,1371390691.0
324,Стромынка 6,6,1.0,1,1280741941,https://vk.com/images/places/clubs.png,325,55.791253,37.687336,Бакинский дворик,4,1510416937.0
325,1-я Тверская-Ямская 9,5,1.0,1,1280741941,https://vk.com/images/places/clubs.png,326,55.772097,37.591916,Sungate,4,1368653912.0
327,Варшавское ш. 135а,6,1.0,1,1280741941,https://vk.com/images/places/clubs.png,328,55.59572,37.602651,Миг-21,4,1422793454.0
328,1-я Останкинская 53,76,1.0,1,1280741941,https://vk.com/images/places/clubs.png,329,55.824314,37.632053,Mezzo Forte,4,1526840329.0
329,Мясницкая 13,3,1.0,1,1280741941,https://vk.com/images/places/clubs.png,330,55.762449,37.632395,Starz,4,1355003759.0
331,Милютинский пер. 6К1,2,1.0,1,1280741941,https://vk.com/images/places/clubs.png,332,55.762019,37.63222,База,4,1341426749.0
332,Олимпийский просп. 16К1,9,1.0,1,1280741941,https://vk.com/images/places/clubs.png,333,55.781203,37.626396,Анфилада,4,1414142729.0
333,Пушечная 9К6,0,1.0,1,1280741941,https://vk.com/images/places/clubs.png,334,55.760824,37.624462,Hungry Duck,4,
335,Правды 1,0,1.0,1,1280741941,https://vk.com/images/places/clubs.png,336,55.783149,37.575172,Jimi,4,1352232950.0
341,Варшавское ш. 27,60,1.0,1,1280741941,https://vk.com/images/places/clubs.png,342,55.69352,37.622046,Нэо,4,1503067223.0
363,Балаклавский просп. 7,0,1.0,1,1280741941,https://vk.com/images/places/clubs.png,364,55.640772,37.603289,Дион,4,1323477549.0
365,ЦПКиО им. Горького 3,17,1.0,1,1280741941,https://vk.com/images/places/clubs.png,366,55.744566,37.651897,Высоцкий,4,1377712170.0
375,Коломенская 23К25,86,1.0,1,1280741941,https://vk.com/images/places/clubs.png,376,55.770861,37.631981,Сахар,4,1440283148.0
380,Староваганьковский пер. 9,0,1.0,1,1280741941,https://vk.com/images/places/clubs.png,381,55.750905,37.606227,Алоэ,4,
392,Угличская 12К2,1,1.0,1,1280741941,https://vk.com/images/places/clubs.png,393,55.896797,37.568965,Musik,4,1354187469.0
393,"Кузнецкий Мост, 17",6,1.0,1,1280741941,https://vk.com/images/places/clubs.png,394,55.784091,37.584757,Про100 бар,4,1405284602.0
394,Средняя 8а,4,1.0,1,1280741941,https://vk.com/images/places/clubs.png,395,55.603258,37.731164,99,4,1354256146.0
397,Забелина 1,7,1.0,1,1280741941,https://vk.com/images/places/clubs.png,398,55.754466,37.637267,Ультра,4,1417468759.0
405,Удальцова 75а,20,1.0,1,1280741941,https://vk.com/images/places/clubs.png,406,55.678062,37.495797,Folk Club,4,1519462378.0
453,Москворечье 31К2,2,1.0,1,1280741941,https://vk.com/images/places/clubs.png,454,55.645857,37.659811,Шансон,4,1347551631.0
454,Арбат 20,49,1.0,1,1280741941,https://vk.com/images/places/clubs.png,455,55.75052,37.593273,Doolin House,4,1503987983.0
455,Земляной Вал 50,27,1.0,1,1280741941,https://vk.com/images/places/clubs.png,456,55.7513,37.654161,Концерт,4,1454149748.0
457,Дмитровское ш. 1К27,11,1.0,1,1280741941,https://vk.com/images/places/clubs.png,458,55.810683,37.578451,Молодая гвардия,4,1507202243.0
459,Маяковского 51а,3,1.0,1,1280741941,https://vk.com/images/places/clubs.png,460,55.732154,37.620609,Bells,4,1354376162.0
461,Столешников пер. 7К1,1,1.0,1,1280741941,https://vk.com/images/places/clubs.png,462,55.763012,37.61441,Пластилин,4,1337691953.0
463,В.Масловка 21,6,1.0,1,1280741941,https://vk.com/images/places/clubs.png,464,55.795894,37.560529,Кактус,4,1431166960.0
464,Радищева 19К2,3,1.0,1,1280741941,https://vk.com/images/places/clubs.png,465,55.664228,37.660943,Zona,4,1416687404.0
465,Октябрьский 1,1,1.0,1,1280741941,https://vk.com/images/places/clubs.png,466,55.774836,37.609326,Эгоист,4,1342803492.0
467,Ленинский просп. 6,19,1.0,1,1280741941,https://vk.com/images/places/clubs.png,468,55.727176,37.606936,Точка,4,1366997514.0
469,Страстной б-р 8а,18,1.0,1,1280741941,https://vk.com/images/places/clubs.png,470,55.766258,37.610767,VIP,4,1393026678.0
474,3-я ул. Ямского поля 15,99,1.0,1,1280741941,https://vk.com/images/places/clubs.png,475,55.782529,37.579306,Golden Girls,4,1527309705.0
475,Куусинена 19а,8,1.0,1,1280741941,https://vk.com/images/places/clubs.png,476,55.788019,37.51123,Душа и тело,4,1460811356.0
476,Климентовский пер. 10К1,1,1.0,1,1280741941,https://vk.com/images/places/clubs.png,477,55.741039,37.627777,Апшу,4,1398891496.0
477,Новослободская 23,1,1.0,1,1280741941,https://vk.com/images/places/clubs.png,478,55.781474,37.598366,Мандат,4,1347167605.0
478,2-й Колобовский пер. 12,14,1.0,1,1280741941,https://vk.com/images/places/clubs.png,479,55.769266,37.616431,Элефант,4,1520676335.0
479,Строгинское ш. ,5,1.0,1,1280741941,https://vk.com/images/places/clubs.png,480,55.753559,37.609218,Beach Club,4,1466588216.0
480,Петровка 18К2,6,1.0,1,1280741968,https://vk.com/images/places/clubs.png,481,55.765979,37.615587,911 Aurora,4,1425237512.0
481,Спиридоновка 40К26,11,1.0,1,1280741968,https://vk.com/images/places/clubs.png,482,55.76328,37.58862,Эгоист Голд,4,1503955617.0
482,Каланчевская 15а,2,1.0,1,1280741968,https://vk.com/images/places/clubs.png,483,55.77233,37.651834,Бард-ретро,4,1280930737.0
484,Новорязанская 26,3,1.0,1,1280741968,https://vk.com/images/places/clubs.png,485,55.771763,37.66565,Контакт,4,1355375067.0
486,Мироновская 2,4,1.0,1,1280741968,https://vk.com/images/places/clubs.png,487,55.785382,37.734237,Atmosfera,4,1461173338.0
490,Б.Лубянка 24,185,1.0,1,1280741968,https://vk.com/images/places/clubs.png,491,55.765301,37.63111,Скромное обаяние буржуазии,4,1450126141.0
495,Болотная наб. 3К1,489,1.0,1,1280741968,https://vk.com/images/places/clubs.png,496,55.739787,37.610125,Rolling Stone Bar & Tattoo,4,1527966924.0
499,Соловьиный пр. 4а,2,1.0,1,1280741968,https://vk.com/images/places/clubs.png,500,55.616066,37.550199,Club 31,4,1504897019.0
500,Декабристов 4К1,5,1.0,1,1280741968,https://vk.com/images/places/clubs.png,501,55.86748,37.589985,Action,4,1432961854.0
501,Наметкина 9,3,1.0,1,1280741968,https://vk.com/images/places/clubs.png,502,55.664177,37.550899,Колизей,4,1479579210.0
502,Павловское ш. 13,0,1.0,1,1280741968,https://vk.com/images/places/clubs.png,503,55.740771,37.660449,Табуретка,4,
503,просп. Мира 26,11,1.0,1,1280741968,https://vk.com/images/places/clubs.png,504,55.777611,37.635027,Мадам Галифэ,4,1527530330.0
504,Космодамианская наб. 2,47,1.0,1,1280741968,https://vk.com/images/places/clubs.png,505,55.745595,37.638773,Fabrique,4,1477421493.0
506,Церковная 2К1,0,1.0,1,1280741968,https://vk.com/images/places/clubs.png,507,55.749121,37.662389,Сол,4,
507,Ленинградский просп. 24а,12,1.0,1,1280741968,https://vk.com/images/places/clubs.png,508,55.783251,37.574336,Ленинград,4,1405196510.0
508,Столешников пер. 11,225,1.0,1,1280741968,https://vk.com/images/places/clubs.png,509,55.763366,37.61583,Gogol`,4,1528671518.0
510,Кривоколенный пер. 10К5,40,1.0,1,1280741968,https://vk.com/images/places/clubs.png,511,55.761664,37.636015,Bilingua,4,1367941914.0
511,Складочная 1,39,1.0,1,1280741968,https://vk.com/images/places/clubs.png,512,55.798839,37.59321,Gaudi Club,4,1495524082.0
513,М.Ордынка 37К1,18,1.0,1,1280741968,https://vk.com/images/places/clubs.png,514,55.732626,37.625774,Jet Set,4,1445918660.0
515,Новослободская 14К4,5,1.0,1,1280741968,https://vk.com/images/places/clubs.png,516,55.780841,37.59992,Loft Bar,4,1355751312.0
516,Правды 21К2,28,1.0,1,1280741968,https://vk.com/images/places/clubs.png,517,55.788312,37.580202,Братья Блюз,4,1528215163.0
517,Новосущевский пер. 6,5,1.0,1,1280741968,https://vk.com/images/places/clubs.png,518,55.790018,37.60549,Скворечник,4,1394789125.0
518,Академический просп. К110,184,1.0,1,1280741968,https://vk.com/images/places/clubs.png,519,55.765534,37.472584,Sexton,4,1529792669.0
519,наб. Северной Двины 44,10,1.0,1,1280741968,https://vk.com/images/places/clubs.png,520,55.722771,37.626762,Инкогнито,4,1446245683.0
520,Б.Овчинниковский пер. 24,1,1.0,1,1280741968,https://vk.com/images/places/clubs.png,521,55.74412,37.628765,Центр авторской песни,4,1315584707.0
521,Мясницкая К3,20,1.0,1,1280741968,https://vk.com/images/places/clubs.png,522,55.76019,37.629771,Петрович,4,1482490048.0
522,Мичуринский просп. 4К3,0,1.0,1,1280741968,https://vk.com/images/places/clubs.png,523,55.683798,37.468578,Сейшн,4,1391892578.0
523,Яузская 5,39,1.0,1,1280741968,https://vk.com/images/places/clubs.png,524,55.749344,37.645285,Культ,4,1439056846.0
524,Б.Садовая 8,175,1.0,1,1280741968,https://vk.com/images/places/clubs.png,525,55.765959,37.591503,Б2,4,1424039343.0
525,Варварка 14,0,1.0,1,1280741968,https://vk.com/images/places/clubs.png,526,55.752566,37.632125,Матрица,4,1340631527.0
527,Поморская 125а,10,1.0,1,1280741968,https://vk.com/images/places/clubs.png,528,55.803889,37.743121,Локстрим,4,1353745461.0
528,ш. Энтузиастов 7а,65,1.0,1,1280741968,https://vk.com/images/places/clubs.png,529,55.749476,37.701161,Эра,4,1509726897.0
529,Бережковская наб. 8,21,1.0,1,1280741968,https://vk.com/images/places/clubs.png,530,55.739463,37.56627,Корабль «Викинг»,4,1468000227.0
530,Н.Арбат 21,419,1.0,1,1280741968,https://vk.com/images/places/clubs.png,531,55.751943,37.585157,Арбат,4,1529135704.0
531,Чертановская 32К3,6,1.0,1,1280741968,https://vk.com/images/places/clubs.png,532,55.619,37.591656,Шпилька,4,1465531001.0
532,Б.Овчинниковский пер. 24К4,0,1.0,1,1280741968,https://vk.com/images/places/clubs.png,533,55.743548,37.62996,Дом,4,1353077003.0
533,Ср.Тишинский пер. 5К7,1,1.0,1,1280741968,https://vk.com/images/places/clubs.png,534,55.769803,37.576609,Shake,4,1318886493.0
534,Маросейка 6К8,0,1.0,1,1280741968,https://vk.com/images/places/clubs.png,535,55.757126,37.635215,Byblos,4,
535,Троицкий просп. 8,88,1.0,1,1280741968,https://vk.com/images/places/clubs.png,536,55.810946,37.49877,CDK МАИ,4,1523031827.0
536,просп. Мира ,3,1.0,1,1280741968,https://vk.com/images/places/clubs.png,537,55.810461,37.63765,Солярис,4,1405859629.0
537,Рязанский просп. 39,16,1.0,1,1280741968,https://vk.com/images/places/clubs.png,538,55.728535,37.75788,DKDance,4,1442584221.0
538,Раушская наб. 4К5,29,1.0,1,1280741968,https://vk.com/images/places/clubs.png,539,55.748397,37.626852,Вермель,4,1428922757.0
539,Б.Никитская 22К12,4,1.0,1,1280741968,https://vk.com/images/places/clubs.png,540,55.757151,37.602463,Гнездо глухаря,4,1508734331.0
540,просп. Академика Сахарова 14,2,1.0,1,1280741968,https://vk.com/images/places/clubs.png,541,55.769135,37.643076,Красная шапочка,4,1425161806.0
541,просп. Андропова ,6,1.0,1,1280741968,https://vk.com/images/places/clubs.png,542,55.679752,37.6638,Пена,4,1402165012.0
542,Б.Бронная 18,17,1.0,1,1280741968,https://vk.com/images/places/clubs.png,543,55.762895,37.601196,Forte,4,1495706780.0
544,просп. Чумбарова-Лучинского 27,2,1.0,1,1280741968,https://vk.com/images/places/clubs.png,545,55.802659,37.535314,27Б,4,1385516277.0
545,микр. Дзержинского 12К50,22,1.0,1,1280741968,https://vk.com/images/places/clubs.png,546,55.769687,37.67873,Швайн,4,1414784522.0
546,Пресненский вал 6К1,772,1.0,1,1280741968,https://vk.com/images/places/clubs.png,547,55.764283,37.564392,Шестнадцать тонн,4,1527963152.0
547,Старосадский пер. 5К6,16,1.0,1,1280741968,https://vk.com/images/places/clubs.png,548,55.756943,37.640866,Art Garbage,4,1417911807.0
548,ш. Энтузиастов 6,0,1.0,1,1280741968,https://vk.com/images/places/clubs.png,549,55.772041,37.612955,Cats,4,1330120999.0
549,пл. Славы 16К3,4,1.0,1,1280741968,https://vk.com/images/places/clubs.png,550,55.633404,37.766783,Neolit,4,1497206644.0
551,Победы 11К1,2,1.0,1,1280741968,https://vk.com/images/places/clubs.png,552,55.750276,37.664644,Три обезьяны New Age,4,1455741850.0
552,Пятницкая 4,0,1.0,1,1280741968,https://vk.com/images/places/clubs.png,553,55.744941,37.626897,Третий путь,4,1310154698.0
553,Староваганьковский пер. 19,335,1.0,1,1280741968,https://vk.com/images/places/clubs.png,554,55.751361,37.606882,Ритм & Блюз кафе,4,1529775148.0
